Gene	090317_0121166	090318_0121167	090319_0121168	090320_0121169	090321_0121170	090322_0121171	090323_0121172	090324_0121173	090325_0121174	090326_0121175	090327_0121176	090328_0121177	090329_0121178	090330_0121179	090331_0121180	090332_0121181	090333_0121182	090334_0121183	090335_0121184	090336_0121185	090337_0121186	090338_0121187	090339_0121188	090340_0121189	090341_0121190	090342_0121191	090343_0121192	090344_0121193	090345_0121194	090346_0121195	090347_0121196	090348_0121197	090349_0121198	090350_0121199	090351_0121200	090352_0121201	090353_0121202	090354_0121203	090355_0121204	090356_0121205	090357_0121206	090358_0121207	090359_0121208	090360_0121209	090361_0121210	090362_0121211	090363_0121212	090364_0121213	090365_0121214	090366_0121215		MaxL2T	MinL2T	Max-Min	Max-Min/Min+1	coeff of var	#samples_zero
EPCAM	6.2	5.6	5.9	5.6	5.8	5.5	5.6	5.6	5.9	5.2	6.4	6	5.7	5.6	5.9	5.5	5.8	5.8	5.7	5.7	5.8	5.6	5.6	6	6	6	5.4	5.5	5.6	5.8	5.6	5.6	5.7	5.8	6.1	5.9	5.9	6	5.8	5.8	5.8	5.8	5.9	5.8	5.6	5.7	5.9	5.6	6.1	5.7		6.4	5.2	1.2	0.193548387	0.037140874	0
TMTC3	5.1	5.4	5.6	5.4	5.6	5.6	5.6	5.2	5.4	5.3	5.1	5	5.2	5.6	5.5	5.4	5.2	5	5.6	5.4	5.4	5.6	5.9	5.5	5.4	5.3	5.6	5.4	5.5	5.4	5.4	5.5	5.6	5.7	5.5	5.4	5.6	5.6	5.5	5.6	4.9	5.5	5.7	5.5	5.7	5.6	5.2	5.6	5.5	5.5		5.9	4.9	1	0.169491525	0.037135977	0
LUZP6	6.9	6.5	6.8	6.4	6.6	6.7	7	6.2	7.3	6.6	6.7	6.3	6.5	6.7	6.4	6.6	6.5	6.5	6.5	6.4	6.4	6.6	7.6	6.5	6.8	6.7	6.9	6.7	6.6	6.5	6.4	6.6	6.8	6.8	6.7	6.7	6.6	6.8	6.6	6.6	7.1	6.7	6.9	6.9	6.9	6.8	6.5	6.5	6.9	6.6		7.6	6.2	1.4	0.194444444	0.037132606	0
MTPN	6.9	6.5	6.8	6.4	6.6	6.7	7	6.2	7.3	6.6	6.7	6.3	6.5	6.7	6.4	6.6	6.5	6.5	6.5	6.4	6.4	6.6	7.6	6.5	6.8	6.7	6.9	6.7	6.6	6.5	6.4	6.6	6.8	6.8	6.7	6.7	6.6	6.8	6.6	6.6	7.1	6.7	6.9	6.9	6.9	6.8	6.5	6.5	6.9	6.6		7.6	6.2	1.4	0.194444444	0.037132606	0
PSMB6	7.5	7.5	7.1	7.7	7.3	7.5	6.8	7.5	7.6	7.3	7.5	7.7	7.4	7.5	7.3	7.5	7.3	7.3	7.4	7.6	7.8	7.3	6.4	7.4	7	7.3	7.3	7.6	7.3	7.8	7.5	7.2	6.9	7	6.9	7	7.6	7.2	7.2	7.6	7.4	7.3	7.2	6.9	7.5	7.5	7.6	7.5	7.4	7.4		7.8	6.4	1.4	0.189189189	0.037123776	0
HMGCR	6.1	6.2	6.5	5.8	6.1	6.1	6.5	6.1	6.3	6	6.6	5.9	6.4	6.4	6.4	6.3	6.3	6.1	6.4	6.2	6.3	6.4	6.8	6.5	6	6.3	6.3	6	6.1	5.8	5.9	6.3	6.1	5.9	6.5	6.3	6.1	6.1	6.2	6.2	6.5	6.4	6.5	6.2	6.2	6	5.8	6	5.9	5.9		6.8	5.8	1	0.147058824	0.037123594	0
COPS9	9.3	9.2	9.3	9	9.1	9.2	9.2	8.8	10.1	9.2	9.8	8.8	9.1	9.3	8.5	9.4	9.6	9.5	9.1	9.1	8.8	9	8.6	8.9	9.5	9.3	9.4	9.4	8.9	8.9	9.2	9.2	9.6	9.4	9.5	9.4	9.1	9	9.5	8.7	10.3	9.3	9.3	9.7	9.6	9.3	9.3	9.2	9.6	9.3		10.3	8.5	1.8	0.189473684	0.037116133	0
RPF2	5.3	4.9	5	4.8	5	5.4	5	4.8	5	4.9	5	5.1	4.8	5.2	5.2	5	4.8	4.9	4.9	5	5	5	5.2	5	5.3	4.9	5.2	4.7	4.9	4.8	4.9	5.2	5.4	5.4	5.1	5.1	5	5.2	5.1	4.9	5.1	4.9	5	5.2	5	5	5.1	5.2	5.6	5.3		5.6	4.7	0.9	0.157894737	0.037115947	0
RRP36	6.5	6.9	6.6	7	7	7	6.7	7	6.8	7	6.9	7	6.7	7.1	7.3	6.8	6.8	6.5	7	7	6.9	6.7	5.6	6.9	6.9	6.8	6.8	6.9	6.8	6.8	6.7	6.9	6.6	7	6.5	6.6	6.6	6.8	6.5	6.6	6.7	6.6	6.4	6.8	6.7	6.6	6.8	6.7	6.9	7		7.3	5.6	1.7	0.257575758	0.037108318	0
IER2	7	6.8	7.1	6.5	6.8	7	7	7.2	7.5	7.3	7.2	7	7.2	7.5	7.1	7.1	7.1	7	6.9	7	6.9	6.9	8.2	6.8	7.1	7	7	7	7	6.8	6.7	6.8	7.5	7.3	7.1	7.1	7	7	7	6.8	7.2	6.9	7	7.4	7	6.9	7.3	7.2	7.3	7.2		8.2	6.5	1.7	0.226666667	0.037106585	0
NFYA	5.9	5.8	6.1	5.7	5.8	6	6.2	5.6	5.7	5.9	6	5.5	5.6	6	5.9	5.9	5.8	5.8	6	6	5.7	5.9	6.8	5.9	6	5.7	6	5.9	5.9	5.8	5.8	6	6.4	6.4	6	5.9	5.9	6.1	6	5.9	6.1	5.9	6.1	6.2	6.1	6.2	6	6	6.1	6.2		6.8	5.5	1.3	0.2	0.037103636	0
RUFY3	6.3	6.7	6.8	6.7	6.7	6.7	6.6	6.9	5.5	6.5	6.4	6.4	6.7	6.8	6.9	6.1	6.7	6.7	6.8	6.8	6.7	6.7	6.6	6.9	6.7	6.9	6.6	6.6	6.6	6.6	6.6	6.7	6.7	6.8	6.7	6.8	6.9	6.8	6.8	6.5	6	6.6	6.5	6.8	6.6	6.6	6.5	6.6	6.6	6.8		6.9	5.5	1.4	0.215384615	0.037102296	0
ZNF207	5.6	5.5	5.6	5.5	5.5	5.7	6	5.2	5.8	6.1	6	5.5	5.6	5.8	5.5	5.8	5.6	5.5	5.6	5.7	5.4	5.5	6.5	5.5	5.7	5.6	5.8	5.7	5.6	5.5	5.6	5.6	5.8	5.8	5.6	5.6	5.7	5.6	5.7	5.8	6	5.7	5.7	6	5.9	5.7	5.7	6	5.7	5.8		6.5	5.2	1.3	0.209677419	0.037100669	0
ACSL4	6.3	6.2	6.4	6.2	6.3	6.6	6.4	6	5.9	6.1	6.2	6	6.2	6.4	6.5	6.5	6.4	6.2	6.4	6.1	6	6.4	6.6	6.5	6.6	6.3	6.6	6.3	6.4	6.1	6.1	6.4	6.8	6.9	6.4	6.3	6.5	6.8	6.5	6.5	6.5	6.3	6.5	7	6.5	6.5	6.4	6.6	6.7	6.7		7	5.9	1.1	0.15942029	0.037083142	0
PAK2	6.8	6.6	6.8	6.6	6.7	6.7	7.1	6.3	6.6	6.4	6.7	6.5	6.7	6.6	6.5	6.5	6.7	6.6	6.7	6.8	6.6	6.8	8.1	6.6	6.8	6.7	7	6.7	6.7	6.7	6.6	6.7	6.9	7	6.8	6.8	6.7	6.9	6.8	6.6	6.8	6.7	7	6.9	6.8	6.7	6.6	6.8	6.7	6.5		8.1	6.3	1.8	0.246575342	0.037074516	0
NSFL1C	7.1	7.3	7.1	7.5	7.3	7.1	6.5	7.6	6.5	7.2	7.4	7.3	7.2	7.2	7.1	7.1	7.2	7.5	7.4	7.4	7.5	7.3	6.1	7.3	7.2	7.3	7.1	7.4	7.3	7.5	7.4	7.4	7.2	7.2	7.3	7.3	7.1	7.1	7.3	7.1	6.8	7.1	7.1	7	7	7.2	7.3	7	7	7.2		7.6	6.1	1.5	0.211267606	0.037073105	0
RETREG2	5	5	5.1	5	4.8	5	4.9	4.8	5.1	4.9	5.4	5	5.2	5.2	5	5.1	4.8	5	4.8	4.9	5.1	4.9	5.1	4.5	5	5	5.2	5	5.2	5.2	5.2	4.8	4.8	4.8	5	4.9	4.9	5	4.4	4.9	4.9	5	4.9	4.6	4.9	5.2	4.8	5.1	5	4.8		5.4	4.4	1	0.185185185	0.037069034	0
PRDX5	10.3	10.7	10.3	10.8	10.4	10.2	9.6	11.1	10.2	10.3	10.2	10.7	10.4	10.2	10.6	10.2	10.7	10.6	10.7	10.7	10.6	10.5	8.5	10.6	10.4	10.4	10.1	10.3	10.3	10.6	10.8	10.7	10.3	10.2	10.4	10.3	10.4	10	10.7	10.8	10.4	10.6	10.3	10.2	10.3	10.2	11	10.7	10.2	10.6		11.1	8.5	2.6	0.273684211	0.037061951	0
TIMM10	7.8	7.4	7.5	7.4	7.5	7.2	6.9	7.6	7.8	7.4	7.6	7.5	7.4	7.1	7.4	7.4	7.6	7.7	7.3	7.5	7.6	7.4	6	7.5	7.7	7.5	7.2	7.3	7.6	7.4	7.6	7.3	7.3	7.5	7.4	7.2	7.4	7.1	7.4	7.6	7.6	7.4	7.3	7.3	7.2	7	7.5	7.4	7.5	7.4		7.8	6	1.8	0.257142857	0.037057405	0
FAR1	6.3	6	6.3	5.9	6.3	6.3	6.7	5.8	6.2	5.8	6.1	6	6.1	6.2	5.9	6	5.9	5.8	6.2	6.1	6.3	6.4	6.8	6.4	6.3	6.2	6.3	6.2	6.2	6.2	6.3	6.3	6.3	6.5	6.4	6.3	6.4	6.6	6.3	6.3	6.4	6.4	6.6	6.7	6.4	6.5	6.3	6.3	6.6	6.4		6.8	5.8	1	0.147058824	0.037055038	0
EXOSC7	7.2	7.1	7.1	7.1	7.2	6.8	6.5	7.2	7.1	6.8	6.8	7.2	7.2	7.1	6.9	6.6	7.1	7.4	7.1	7	7.1	6.9	5.8	7.1	7.2	7.2	7	6.6	7	7.2	7.2	7.2	7.1	7.2	7.2	6.9	7	6.7	7.3	6.9	7.1	7.2	7.1	7.2	6.9	7	7.2	7	7.3	7.2		7.4	5.8	1.6	0.235294118	0.037054628	0
PDHA1	6.9	7.2	7.1	7.3	7.1	6.9	6.7	7.3	6.4	6.8	6.9	7.4	7.3	6.9	7.1	6.9	7.2	7.4	7.2	7.2	7.2	7	5.9	7.2	7.3	7.3	7.1	7.2	7.1	7.3	7.1	7.2	7	7.1	7.1	7.2	7	6.9	7.2	6.8	6.7	7	6.9	6.8	6.9	6.9	7	6.8	6.9	7.1		7.4	5.9	1.5	0.217391304	0.037041756	0
QKI	6.8	6.7	7	6.5	6.8	6.8	7.2	6.4	6.5	6.4	6.7	6.4	6.6	6.7	6.4	6.8	6.6	6.5	6.7	6.7	6.6	7	7.9	6.8	6.8	6.8	7	6.7	6.7	6.6	6.6	6.8	6.9	6.9	6.8	6.8	6.8	6.9	6.8	6.7	6.9	6.9	7.2	7	7	6.9	6.5	6.7	6.8	6.6		7.9	6.4	1.5	0.202702703	0.03702685	0
IDI1	6.4	6.1	6.1	6	6.3	6	6.2	6.1	5.8	5.6	6.1	6	6.1	6.2	6.5	6.1	6.1	6.4	6.3	6.2	6.3	6.3	6	6.1	6	6	6.2	6	6.2	6	5.6	6.1	5.9	5.8	6.2	6.1	5.7	6	6	6.1	6.2	6	6.3	5.9	6.2	6.4	5.7	5.6	5.7	5.6		6.5	5.6	0.9	0.136363636	0.037022516	0
C16orf72	5.8	5.6	5.9	5.6	5.7	5.7	6.2	5.6	5.9	5.8	5.8	5.5	5.6	5.6	5.4	5.8	5.7	5.6	5.8	5.6	5.6	5.7	6.6	5.6	5.6	5.6	5.8	5.6	5.6	5.6	5.7	5.7	5.5	5.6	5.7	5.7	5.6	5.8	5.6	5.6	5.7	5.7	5.9	5.2	5.9	5.9	5.3	5.7	5.7	5.4		6.6	5.2	1.4	0.225806452	0.03702135	0
HARS2	5.7	6	6	5.9	5.9	6	5.5	5.9	5.3	6	5.6	5.6	5.7	5.8	6.2	5.5	5.6	5.9	5.9	6	5.9	6	5.4	5.9	6.1	6.2	5.9	5.8	5.7	6	5.8	6	5.8	5.9	5.9	5.9	6	6	5.8	5.8	5.3	5.7	5.9	6.2	5.5	5.8	5.8	5.5	5.9	6		6.2	5.3	0.9	0.142857143	0.037019114	0
KLF3	6.2	6.1	6.5	6.1	6.2	6.2	6.8	6	5.7	6.1	6.5	6.1	6.3	6.2	5.9	6.1	6.1	6.1	6	6.1	6.4	6.4	7.1	6.1	6.2	6.2	6.5	6.3	6.3	6.1	6	6.2	6.3	6.3	6.3	6.3	6.3	6.3	6.1	6.2	6.1	6.4	6.5	6.2	6.5	6.5	6	6.1	6.1	5.9		7.1	5.7	1.4	0.208955224	0.037009889	0
ANXA11	4.5	4.6	4.5	4.6	4.6	4.6	4.6	4.6	4.2	4.9	4.7	4.6	4.9	4.8	4.6	4.6	4.6	4.2	4.3	4.5	4.6	4.5	4.2	4.4	4.4	4.3	4.5	4.5	4.5	4.7	4.6	4.5	4.5	4.4	4.4	4.4	4.6	4.7	4.3	4.6	4.3	4.2	4.5	4.3	4.5	4.3	4.6	4.7	4.5	4.5		4.9	4.2	0.7	0.134615385	0.03700767	0
SF3B3	5.2	5.6	5.5	5.7	5.6	5.6	5.5	5.4	4.6	5.2	5.2	5.3	5.5	5.6	5.6	5.4	5.4	5.3	5.6	5.6	5.7	5.6	5.3	5.6	5.3	5.6	5.4	5.5	5.6	5.7	5.5	5.5	5.2	5.3	5.5	5.6	5.5	5.7	5.3	5.6	5	5.5	5.4	5.4	5.4	5.5	5.6	5.6	5.5	5.7		5.7	4.6	1.1	0.196428571	0.037001925	0
HAX1	6	5.9	5.8	6.1	6.1	6.2	6	6.1	6.5	6.6	6.1	6.2	6.1	6.3	6	6.7	5.9	6.2	6	5.7	6	6.1	5.5	5.9	6	6	6	6.5	6	6.2	6	6.3	6.1	5.9	6.1	6.5	6.3	6.1	5.8	6	6.1	5.9	6	5.8	5.9	6	5.9	6.3	6.2	6.1		6.7	5.5	1.2	0.184615385	0.037001917	0
JAK1	7	7.5	7.3	7.8	7.5	7.8	7.6	7.5	6.2	7.3	7.2	7.4	7.3	7.4	7.5	7.2	7.3	7.1	7.3	7.3	7.6	7.3	7.7	7.5	7.1	7.3	7.5	7.6	7.5	7.6	7.5	7.4	7.6	7.7	7.3	7.4	7.5	7.6	7.5	7.4	6.7	7.3	7.2	7.7	7.2	7.6	7.4	7.4	7.5	7.8		7.8	6.2	1.6	0.222222222	0.036992087	0
SMARCA2	5.5	6.2	6.2	6.1	6.2	6.2	5.9	6	5.5	5.4	5.7	6	6.1	5.7	5.9	5.7	5.9	5.9	6	5.7	6.3	6.1	5.9	6	6.2	6	6	6	5.8	6.3	5.9	6.1	6	6	6.3	6.1	6.1	6.3	5.9	5.9	5.8	6.1	6.3	5.9	5.9	6.4	6.3	5.8	6	6		6.4	5.4	1	0.15625	0.036985601	0
PYM1	6.3	6.1	5.7	6	5.9	6.2	6	6.1	5.4	6.2	6.2	6.1	6.3	6.3	6.3	6.2	6	6.2	5.9	6	6.1	5.7	5.4	6.1	6.1	6	5.8	6	5.7	6.3	6	6	6	5.5	5.7	5.8	6	5.8	5.8	6.2	6.1	6	5.9	5.9	6.1	5.8	6.1	6.1	6.2	6.1		6.3	5.4	0.9	0.140625	0.0369855	0
WDR75	6	6	6.1	5.9	6.1	6.3	6.2	5.6	5.6	6.1	6.2	5.9	6.1	6.2	6.3	6.2	5.9	6	5.9	5.8	6	6	5.2	6	6	6	6.2	5.8	6	5.8	6.1	5.9	6.1	6.3	5.8	6	6.2	6.5	5.9	6	5.7	5.9	6.1	6.2	6.1	6.2	6.1	6	6.4	6.3		6.5	5.2	1.3	0.209677419	0.036976631	0
B4GAT1	6.1	5.7	5.8	5.5	5.6	5.9	6	5.4	6.1	6.1	5.9	5.5	5.6	5.6	5.6	5.6	5.4	5.4	5.4	5.5	5.9	5.5	6	5.7	5.5	5.8	6.1	5.8	5.7	5.6	5.9	5.8	5.8	5.5	5.6	5.8	5.7	5.8	5.6	5.8	5.7	5.7	5.9	5.7	5.4	6	5.6	5.5	5.8	5.3		6.1	5.3	0.8	0.126984127	0.036971833	0
VPS72	7.2	7.5	7.4	7.5	7.4	7.3	6.8	7.7	7.4	7.3	7.1	6.9	7.4	7.4	7.7	7.1	7.5	7.5	7.5	7	7.2	7.4	6.1	7.5	7.3	7.4	7.1	7.4	7.7	7.3	7.2	7.5	7.3	7.3	7.4	7.1	7.3	7.1	7.5	7.3	6.9	7.4	7	7.3	7.1	7.3	7.4	6.9	7.1	7.2		7.7	6.1	1.6	0.225352113	0.036965688	0
RANBP1	9.8	9.2	9.5	8.9	9.2	9.1	9.4	9.2	10.6	9.5	9.5	9.1	9.2	9.6	9.3	9.5	9.5	9.6	9.2	9.1	9	9.3	10.3	9.3	9.9	9.5	9.8	9.4	9.4	9.2	9.2	9.3	9.7	9.7	9.7	9.5	9.1	9	9.6	8.7	10	9.3	9.3	9.4	9.3	8.9	9.2	9	9.5	9.2		10.6	8.7	1.9	0.195876289	0.036964003	0
EDF1	9.4	9.5	9.3	9.6	9.5	9.3	8.2	9.7	9	9.4	9.2	9.4	9.4	9.4	9.7	9.5	9.5	9.6	9.5	9.4	9.4	9.4	7.6	9.5	9.5	9.5	9.1	9.4	9.5	9.5	9.5	9.5	9.2	9.1	9.5	9.4	9.3	9.3	9.5	9.6	9.2	9.4	9.2	9	9.3	9.4	9.6	9.1	9.1	9.5		9.7	7.6	2.1	0.244186047	0.03695871	0
EIF5B	8.5	8.2	8.3	8.4	8.1	8	7.8	8.4	7.1	7.6	7.6	8.2	8	7.6	7.9	7.8	8.5	8.5	8.4	8.6	8.3	8.3	7.9	8.5	8.6	8.4	8	8.2	8.1	8.3	8.4	8.5	8.4	8.4	8.4	8.2	8.3	8.1	8.5	8.3	8.3	8.3	8.3	8.4	8	8.1	8.6	8.4	8.3	8.3		8.6	7.1	1.5	0.185185185	0.036955243	0
FXR2	4.7	5.2	4.8	5.1	4.8	5.2	5.1	5.3	4.8	5	4.8	4.8	4.8	5.2	5	4.9	4.8	5.1	5	5.2	5.3	5	4.5	5.1	5	5	5	5.3	5	5.2	5.1	4.9	4.9	5	5	5	5.2	5.3	4.8	5	4.6	4.9	4.7	5	4.9	5	5	5.1	4.9	5.2		5.3	4.5	0.8	0.145454545	0.03694099	0
PDE6D	6.5	6.5	6.4	6.4	6.6	6.6	6.3	6.5	5.5	6.6	6.8	6.9	6.7	6.5	6.8	6.9	6.7	6.8	6.6	6.5	6.7	6.8	6.4	6.6	6.4	6.7	6.9	6.6	6.3	6.7	6.7	6.5	6.5	6.2	6.6	6.9	6.7	6.4	6.6	6.5	6.5	6.8	6.6	6.2	6.8	6.7	6.5	6.7	6.2	6.3		6.9	5.5	1.4	0.215384615	0.036931423	0
UBE2Z	5.4	5.5	5.4	5.7	5.4	5.3	5.7	5.3	4.8	5.8	6	5.4	5.6	5.6	5.4	5.6	5.4	5.4	5.5	5.6	5.4	5.6	5.3	5.2	5.2	5.4	5.3	5.2	5.7	5.6	5.4	5.4	5.4	5.3	5.6	5.4	5.7	5.7	5.2	5.9	5.4	5.5	5.4	5.4	5.6	5.5	5.5	5.7	5.4	5.5		6	4.8	1.2	0.206896552	0.036928164	0
PRDX2	7.6	7.3	7.2	7.6	7.5	7.4	7.3	7.6	8	8.2	8	8	8	7.5	7.6	7.6	7.5	7.6	7.3	7.5	7.7	7.2	7.5	7.3	7.3	7.4	7.4	7.6	7.6	7.6	7.6	7.2	7.3	7.1	7.3	7.5	7.4	7.2	7.1	7.3	7.3	7	7.1	6.8	7.2	7.5	7.4	7.6	7.3	7.2		8.2	6.8	1.4	0.179487179	0.036925479	0
NIPSNAP2	7	6.5	6.9	6.4	6.7	6.6	6.9	6.4	7.6	6.7	6.9	6.6	6.6	6.8	6.5	6.7	6.6	6.8	6.5	6.4	6.4	6.7	6.6	6.6	6.6	6.5	6.8	6.6	6.6	6.3	6.3	6.5	6.6	6.4	6.6	6.7	6.6	6.5	6.6	6.5	7.1	6.7	6.6	6.2	6.7	6.9	6.2	6.6	6.4	6.2		7.6	6.2	1.4	0.194444444	0.036910002	0
TSR3	8.9	8.9	8.9	8.8	8.7	8.8	7.8	8.8	8.8	9	8.8	8.7	8.9	9	8.8	8.8	8.9	9.2	8.7	8.6	8.7	8.6	7	8.8	9	8.9	8.7	8.8	8.7	8.6	8.8	9	8.9	8.8	9	8.7	8.8	8.5	9.1	8.5	9	8.7	8.7	8.6	8.7	8.8	8.8	8.8	8.7	8.7		9.2	7	2.2	0.275	0.036907371	0
RHOC	9.5	9.6	9.4	9.8	9.7	9.6	9.1	9.8	9.5	10.2	9.9	10	10	9.9	9.8	9.9	9.7	9.8	9.4	9.7	9.7	9.4	7.7	9.5	9.5	9.7	9.4	9.5	9.8	9.8	9.7	9.5	9.4	9.3	9.1	9.5	9.6	9.6	9.4	9.6	9.5	9.3	9.2	9.3	9.5	9.6	9.7	9.8	9.5	9.6		10.2	7.7	2.5	0.287356322	0.03690702	0
STRN4	6.9	7.2	7.1	7.4	7.2	7.2	6.5	7.3	6.8	7.5	7.1	7.3	7.2	7.3	7.3	7.1	7.1	7.1	7.1	7.4	7.3	7.2	5.9	7.2	7	7.2	6.9	7.1	7.1	7	7.2	7.2	7	7.1	7.2	7.1	7.2	7.2	7.2	7	6.4	6.9	6.8	7.1	7.1	7.1	7.2	7.1	7	7.3		7.5	5.9	1.6	0.231884058	0.036904734	0
DROSHA	5.4	5.5	5.5	5.6	5.6	5.6	5.8	5.6	4.7	5.6	5.5	5.4	5.4	5.6	5.5	5.3	5.2	5.3	5.5	5.6	5.5	5.8	6	5.4	5.4	5.4	5.6	5.5	5.7	5.6	5.6	5.5	5.4	5.6	5.4	5.6	5.7	5.7	5.5	5.6	5	5.6	5.5	5.4	5.5	5.8	5.6	5.3	5.4	5.7		6	4.7	1.3	0.228070175	0.036894606	0
IL1R1	5.4	5.6	5.6	5.6	5.7	5.9	5.9	5.2	5	5.5	5.7	5.4	5.7	5.9	5.7	5.6	5.5	5.2	5.6	5.7	5.5	5.5	5.6	5.6	5.6	5.6	5.7	5.5	5.5	5.5	5.8	5.7	5.9	5.7	5.6	5.8	5.9	5.9	5.6	5.7	5.4	5.4	5.7	5.9	5.5	5.8	5.9	6	5.9	5.9		6	5	1	0.166666667	0.036879989	0
HNRNPH3	9.5	9.8	9.8	9.9	9.6	9.6	9.5	10	8.4	9	9.1	9.8	9.4	9.2	9.5	9.3	9.9	9.8	10.1	10.2	9.9	9.9	9.3	10.3	10.1	9.9	9.6	9.9	9.8	10	10.1	10.2	9.9	9.9	10	9.8	10	9.7	10.2	10.1	9.7	10	10	9.8	9.8	9.8	10.3	10.2	9.7	10		10.3	8.4	1.9	0.20212766	0.03687346	0
UAP1	5.1	5.2	5.2	4.8	5.1	5.4	5.2	4.8	5.4	5.2	5.6	5.4	5.1	5.1	5.1	5	5.5	5.2	5.2	5	5.3	5.2	5.1	5.2	5.2	5.1	5.4	4.9	4.9	5.1	5.3	5.1	5.1	5.1	5.1	5.3	5.4	5.3	5.2	4.9	5.3	5.1	5.2	5.7	5	5.1	4.8	5.4	5.3	5.2		5.7	4.8	0.9	0.155172414	0.036868573	0
CREM	6	6	5.7	5.4	5.8	5.7	6.1	5.8	5.7	6	5.4	5.5	5.7	5.8	5.7	5.9	5.6	6.2	5.8	5.4	5.1	5.6	5.6	5.7	5.8	5.9	6	5.8	5.8	5.4	5.4	6	5.6	5.9	5.8	5.6	5.8	5.9	5.8	5.8	5.8	5.6	5.7	5.9	6	5.8	6	5.7	5.9	5.9		6.2	5.1	1.1	0.180327869	0.036839026	0
VPS41	6.2	6.5	6.4	6.5	6.5	6.3	6.5	6.5	5.2	6.1	6.1	6.3	6.2	6.2	6.3	6.2	6.2	6.1	6.6	6.6	6.5	6.4	6.4	6.5	6.4	6.4	6.4	6.4	6.4	6.5	6.4	6.5	6.2	6.4	6.4	6.4	6.4	6.5	6.3	6.4	5.7	6.4	6.5	6.1	6.4	6.4	6.1	6.2	6.1	6.3		6.6	5.2	1.4	0.225806452	0.03683464	0
OS9	9.3	9.8	9.6	9.9	9.7	9.5	8.5	9.9	9	9.3	9.5	9.9	9.6	9.4	9.6	9.4	9.8	9.9	9.7	9.9	9.8	9.7	7.9	9.8	9.7	9.8	9.3	9.6	9.6	9.8	9.8	9.8	9.5	9.6	9.8	9.7	9.6	9.4	9.8	9.5	9.2	9.7	9.6	9.6	9.5	9.5	9.7	9.5	9.2	9.5		9.9	7.9	2	0.224719101	0.03682167	0
CKAP2	6.3	6.1	6.6	5.9	6.2	6	6.4	6	6.2	5.7	6.2	5.7	6.1	6.1	6	6	6.1	6.3	6.3	6	6	6.2	6.6	6.4	6.6	6.4	6.4	6.1	6.1	6.1	6	6.3	6.4	6.2	6.5	6.4	6.1	6.2	6.2	5.8	6.2	6.4	6.5	6.2	6.3	6.3	5.7	5.8	6.2	6		6.6	5.7	0.9	0.134328358	0.036800855	0
PSMB1	8.2	8.1	7.9	8.3	8.2	8.3	8.1	8.2	8	8.3	7.9	8.3	8.3	8.2	8.3	8.3	8.1	7.9	8	7.8	8.1	8	6.3	8	8.1	8	7.9	8.2	8.1	8.3	8	8	8	7.8	8	7.9	8.2	8.2	8.1	8.2	8.2	8.3	7.8	7.8	8	8.2	8.1	7.9	8.2	8.1		8.3	6.3	2	0.273972603	0.036799046	0
VGLL4	7.2	7.3	7.5	7	7.2	7.1	7.8	7.1	7.7	7.2	7.5	7.1	7.4	7.4	6.9	7.4	7.1	7.2	7.2	7.3	7.2	7.4	8.6	7.2	7.4	7.3	7.6	7.3	7.5	7.3	7.3	7.4	7.1	7.2	7.6	7.4	7.2	7.3	7.4	7.2	7.3	7.4	7.5	7.1	7.5	7.2	7	7.1	7	6.9		8.6	6.9	1.7	0.215189873	0.03679533	0
PREP	5.1	5.2	5.1	5	5.1	5	5.2	5	5	5	5	4.8	5	5.3	5	5	5.1	5	5.1	5.2	5	5.2	6.1	5	5.2	5.3	5.4	5.1	5.1	5	5	5	5.2	5.4	5.4	5.2	5.1	5.2	5.3	5	5.2	5.1	5	5.2	5.1	5.2	5	5	5.1	5.2		6.1	4.8	1.3	0.224137931	0.036785978	0
COPS7A	5.5	5.7	5.8	5.7	5.8	6	5.9	5.5	5.7	5.4	5.9	5.7	5.7	6	5.8	5.9	5.6	6	5.7	5.6	5.9	5.9	6.6	5.3	5.9	5.9	5.9	5.9	5.8	6	5.9	5.6	5.7	5.7	6.2	6	6.1	5.9	5.7	5.6	5.8	5.8	6	5.7	5.8	6	5.8	5.7	6	6.1		6.6	5.3	1.3	0.206349206	0.036771835	0
FBXO7	6.8	6.6	6.5	6.4	6.6	6.7	6.9	6.3	6.8	6.8	6.6	6.1	6.5	6.9	6.5	6.6	6.7	6.3	6.5	6.2	6.3	6.5	7.5	6.3	6.3	6.6	6.9	6.6	6.4	6.4	6.4	6.6	6.6	6.4	6.4	6.7	6.5	6.9	6.3	6.5	7	6.6	6.7	6.5	6.7	6.6	6.4	6.8	6.5	6.4		7.5	6.1	1.4	0.197183099	0.03676615	0
RSL1D1	6.2	5.9	6.1	5.7	6	6.2	6	5.8	6.1	6.2	6	5.6	5.9	6.3	6.3	6	6.1	6.1	6.1	5.9	5.8	6	5.4	6.2	6.1	6.1	6.2	6	6	6	6	6.2	6.4	6.5	6.2	6.1	6.2	6.4	6.3	5.8	6	6	6.3	6.6	6.2	6.1	6	6	6.5	6.3		6.6	5.4	1.2	0.1875	0.036750088	0
